review,mojo_name,mojo_year,rt_name,genre,release_year,stream_year,critical_consensus,description
"When it comes to its underlying racial message, ""The Ridiculous Six"" still grates, and there are obvious moments when it appears to be punching down almost without realizing it.",The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
"""The Ridiculous 6 is everything wrong with Hollywood for the past two decades.""",The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
"It's a lazy pastiche of westerns and western spoofs, replete with lazy, racist jokes that can't just be waved away with a waft of the irony card. Woeful.",The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
"With the lazy, misshapen ""The Ridiculous 6,"" Adam Sandler robs his new Netflix benefactors blind.",The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
"Peer through this dopey haze long enough, and you can't fail to notice the cavalier racial attitudes, the endlessly pliable women; you'd have every right to be outraged, were it not now par for the Sandler course.",The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
"Thanks for nothing, Netflix.",The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
You can watch The Ridiculous 6 whenever you'd like from the comfort of your own home. Lucky you.,The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
"""Why bother?"" Sandler and his collaborators seem to be asking over the course of a very long two hours. And streaming viewers will hopefully respond in kind.",The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
"The jokes are often juvenile and gross, unsophisticated and insensitive, but one does not wish to strike juvenility or grossness or even insensitivity outright from the comic tool kit; these just aren't all that good.",The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
"Defined by the insubstantial amateurishness most frequently found on low-level Vine accounts, The Ridiculous Six practically erases the memory of the A-list Adam Sandler who starred in widely beloved, reliably bankable comedies.",The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
Stream at your peril.,The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
The good news is that this movie doesn't feature many instances of Sandler making half-assed schoolyard taunts passed off as jokes. The bad news is that freeing himself of the joke-telling burden doesn't seem to cheer him up.,The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
"At its worst, ""The Ridiculous 6"" plays the Donald Trump card of sneering at political correctness in one scene, and then make amends for being a jerk in the next.",The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
"The scenery ain't bad but the laughs are tumbleweed-sparse in ""The Ridiculous 6,"" a Western sendup so lazy and aimless, it barely qualifies as parody.",The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
"It's like someone put ideas for Western-themed sketch comedy on a board and then Sandler threw darts at it to determine its order. The film has no flow, no rhythm, and absolutely no reason to be 119 minutes.",The Ridiculous 6,2015,The Ridiculous 6 - Movie Reviews,"Comedy , Western",In Theaters:,2017,"Every bit as lazily offensive as its cast and concept would suggest, The Ridiculous Six is standard couch fare for Adam Sandler fanatics and must-avoid viewing for film enthusiasts of every other persuasion.","White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father."
"I watched this, so you don't have to.",Cabin Fever,2016,Cabin Fever - Movie Reviews,Horror,2016,2016,No need for a quarantine -- enthusiasm for this inert remake is not contagious.,"Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while staying at a remote cabin."
"In the end, there's little else to say, this new Cabin Fever a bloody misfire that shouldn't even exist in the first place.",Cabin Fever,2016,Cabin Fever - Movie Reviews,Horror,2016,2016,No need for a quarantine -- enthusiasm for this inert remake is not contagious.,"Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while staying at a remote cabin."
For fans of graphic horror only.,Cabin Fever,2016,Cabin Fever - Movie Reviews,Horror,2016,2016,No need for a quarantine -- enthusiasm for this inert remake is not contagious.,"Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while staying at a remote cabin."
One to avoid.,Cabin Fever,2016,Cabin Fever - Movie Reviews,Horror,2016,2016,No need for a quarantine -- enthusiasm for this inert remake is not contagious.,"Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while staying at a remote cabin."
"Roth's charcoal sense of humor is missing, the cruel irony lacking its hellish zing.",Cabin Fever,2016,Cabin Fever - Movie Reviews,Horror,2016,2016,No need for a quarantine -- enthusiasm for this inert remake is not contagious.,"Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while staying at a remote cabin."
This dud sets a new standard for the term 'pointless remake.',Cabin Fever,2016,Cabin Fever - Movie Reviews,Horror,2016,2016,No need for a quarantine -- enthusiasm for this inert remake is not contagious.,"Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while staying at a remote cabin."
"Roth isn't exactly known for being critically defensible or for exercising directorial restraint, but Travis Z somehow manages to up the gore quotient.",Cabin Fever,2016,Cabin Fever - Movie Reviews,Horror,2016,2016,No need for a quarantine -- enthusiasm for this inert remake is not contagious.,"Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while staying at a remote cabin."
Who benefits from the existence of this film?,Cabin Fever,2016,Cabin Fever - Movie Reviews,Horror,2016,2016,No need for a quarantine -- enthusiasm for this inert remake is not contagious.,"Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while staying at a remote cabin."
"Travis Zariwny predictably scrubs all the edges and eccentricities down, however, fashioning another impersonally polished cover jam.",Cabin Fever,2016,Cabin Fever - Movie Reviews,Horror,2016,2016,No need for a quarantine -- enthusiasm for this inert remake is not contagious.,"Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while staying at a remote cabin."
"Scene for scene, line for line, gag for gag, it's basically the same movie. And the original was no masterpiece to begin with.",Cabin Fever,2016,Cabin Fever - Movie Reviews,Horror,2016,2016,No need for a quarantine -- enthusiasm for this inert remake is not contagious.,"Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while staying at a remote cabin."
"Zariwny lacks Roth's love for peeling flesh and tar-colored blood-geysers, making this all feel weirdly pointless.",Cabin Fever,2016,Cabin Fever - Movie Reviews,Horror,2016,2016,No need for a quarantine -- enthusiasm for this inert remake is not contagious.,"Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while staying at a remote cabin."
"The film's pace never deviates from its hushed, deliberate, anticipatory gaze - it's stuck in thriller-foreplay mode.",Dark Crimes,2016,Dark Crimes - Movie Reviews,"Mystery & Thriller , Crime , Drama",2018,2018,"Dark Crimes is a rote, unpleasant thriller that fails to parlay its compelling true story and a committed Jim Carrey performance into even modest chills.",A hard-boiled detective becomes suspicious of an author when the incidents described in his hit novel resemble the inner-workings of an unsolved murder.
"The screenplay teeters between depraved and confusing (""Truth is what you make it. Reality is perception."") Say what?",Dark Crimes,2016,Dark Crimes - Movie Reviews,"Mystery & Thriller , Crime , Drama",2018,2018,"Dark Crimes is a rote, unpleasant thriller that fails to parlay its compelling true story and a committed Jim Carrey performance into even modest chills.",A hard-boiled detective becomes suspicious of an author when the incidents described in his hit novel resemble the inner-workings of an unsolved murder.
Source material with great dramatic potential. Talented director and screenwriter. Intriguing cast. That's a promising menu - but the end product leaves a sour taste.,Dark Crimes,2016,Dark Crimes - Movie Reviews,"Mystery & Thriller , Crime , Drama",2018,2018,"Dark Crimes is a rote, unpleasant thriller that fails to parlay its compelling true story and a committed Jim Carrey performance into even modest chills.",A hard-boiled detective becomes suspicious of an author when the incidents described in his hit novel resemble the inner-workings of an unsolved murder.
That this exercise in vulgarity was made at all is shameful.,Dark Crimes,2016,Dark Crimes - Movie Reviews,"Mystery & Thriller , Crime , Drama",2018,2018,"Dark Crimes is a rote, unpleasant thriller that fails to parlay its compelling true story and a committed Jim Carrey performance into even modest chills.",A hard-boiled detective becomes suspicious of an author when the incidents described in his hit novel resemble the inner-workings of an unsolved murder.
"A good story gets stuck in a puddle of mood in ""Dark Crimes,"" a film that strays from its fascinating source - a real-life murder case - into a less successful attempt at noir.",Dark Crimes,2016,Dark Crimes - Movie Reviews,"Mystery & Thriller , Crime , Drama",2018,2018,"Dark Crimes is a rote, unpleasant thriller that fails to parlay its compelling true story and a committed Jim Carrey performance into even modest chills.",A hard-boiled detective becomes suspicious of an author when the incidents described in his hit novel resemble the inner-workings of an unsolved murder.
"Carrey's quietly exacting, uncharacteristic performance, though not qualifying as a saving grace, hints at some promising new career directions in the same manner Robin Williams successfully tapped a darker side with ""One Hour Photo.""",Dark Crimes,2016,Dark Crimes - Movie Reviews,"Mystery & Thriller , Crime , Drama",2018,2018,"Dark Crimes is a rote, unpleasant thriller that fails to parlay its compelling true story and a committed Jim Carrey performance into even modest chills.",A hard-boiled detective becomes suspicious of an author when the incidents described in his hit novel resemble the inner-workings of an unsolved murder.
"A few words should be said about Carrey's performance: It may be the worst dramatic acting of his career, a charmless cartoon of self-repression.",Dark Crimes,2016,Dark Crimes - Movie Reviews,"Mystery & Thriller , Crime , Drama",2018,2018,"Dark Crimes is a rote, unpleasant thriller that fails to parlay its compelling true story and a committed Jim Carrey performance into even modest chills.",A hard-boiled detective becomes suspicious of an author when the incidents described in his hit novel resemble the inner-workings of an unsolved murder.
"The cast is game, the production design is impressive and a few surprises await - but even as things heat up, the film somehow remains cold.",Dark Crimes,2016,Dark Crimes - Movie Reviews,"Mystery & Thriller , Crime , Drama",2018,2018,"Dark Crimes is a rote, unpleasant thriller that fails to parlay its compelling true story and a committed Jim Carrey performance into even modest chills.",A hard-boiled detective becomes suspicious of an author when the incidents described in his hit novel resemble the inner-workings of an unsolved murder.
"There's a lot of sexual violence in the film, but it scans as unimaginatively repulsive, as well as blatantly misogynistic.",Dark Crimes,2016,Dark Crimes - Movie Reviews,"Mystery & Thriller , Crime , Drama",2018,2018,"Dark Crimes is a rote, unpleasant thriller that fails to parlay its compelling true story and a committed Jim Carrey performance into even modest chills.",A hard-boiled detective becomes suspicious of an author when the incidents described in his hit novel resemble the inner-workings of an unsolved murder.
A movie that is not just muddled in the conventional ways but down to its core.,Dark Crimes,2016,Dark Crimes - Movie Reviews,"Mystery & Thriller , Crime , Drama",2018,2018,"Dark Crimes is a rote, unpleasant thriller that fails to parlay its compelling true story and a committed Jim Carrey performance into even modest chills.",A hard-boiled detective becomes suspicious of an author when the incidents described in his hit novel resemble the inner-workings of an unsolved murder.
"Disappointments has the strange confidence of a much slicker, more decisive movie, and all of its sort-ofs don't add up to much.",The Disappointments Room,2016,The Disappointments Room - Movie Reviews,"Mystery & Thriller , Horror",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
The Disappointments Room lives (and dies) up to its name.,The Disappointments Room,2016,The Disappointments Room - Movie Reviews,"Mystery & Thriller , Horror",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
This spooky house flick would be better off locked up in the attic and forgotten for good.,The Disappointments Room,2016,The Disappointments Room - Movie Reviews,"Mystery & Thriller , Horror",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
"Despite Kate Beckinsale's game efforts, D.J. Caruso's thriller proves altogether worthy of its title.",The Disappointments Room,2016,The Disappointments Room - Movie Reviews,"Mystery & Thriller , Horror",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
There simply isn't enough freshness in the script to warrant another journey inside a dark old house.,The Disappointments Room,2016,The Disappointments Room - Movie Reviews,"Mystery & Thriller , Horror",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
A litany of embarrassments best left shielded from audiences.,The Disappointments Room,2016,The Disappointments Room - Movie Reviews,"Mystery & Thriller , Horror",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
There simply aren't enough scares to build tension throughout. Most of the film is just Beckinsale walking around looking worried.,The Disappointments Room,2016,The Disappointments Room - Movie Reviews,"Mystery & Thriller , Horror",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
This production clearly ploughed all its budget into a few slick action sequences and the cameo from Willis. It's a pity the film-makers didn't invest in the screenplay.,Precious Cargo,2016,Precious Cargo - Movie Reviews,"Action , Mystery & Thriller",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
"The film is fun in its own cheesy way, reminiscent of straight to video action movies of the Eighties but scarcely deserves a cinema release.",Precious Cargo,2016,Precious Cargo - Movie Reviews,"Action , Mystery & Thriller",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
Bruce Willis should really know better.,Precious Cargo,2016,Precious Cargo - Movie Reviews,"Action , Mystery & Thriller",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
A straight-to-video nightmare is all that's on offer here.,Precious Cargo,2016,Precious Cargo - Movie Reviews,"Action , Mystery & Thriller",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
"Bullets fly, curses are hurled, Willis threatens some chumps.",Precious Cargo,2016,Precious Cargo - Movie Reviews,"Action , Mystery & Thriller",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
"Two late-80s icons go head-to-head in Precious Cargo: Die Hard's Bruce Willis and Mark-Paul Gosselaar. If that latter name doesn't, um, ring a bell, think Zack Morris. It's the onscreen match absolutely nobody asked for.",Precious Cargo,2016,Precious Cargo - Movie Reviews,"Action , Mystery & Thriller",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
Precious Cargo is a rip-off and a rerun.,Precious Cargo,2016,Precious Cargo - Movie Reviews,"Action , Mystery & Thriller",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
This lazily directed and sloppily written heist non-thriller unspools like one of those amusement park distractions where tourists play at being in a movie.,Precious Cargo,2016,Precious Cargo - Movie Reviews,"Action , Mystery & Thriller",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
"The stupid plot, dismal dialogue, moral turpitude and dispiriting torpor of this movie makes watching it utterly pointless.",Precious Cargo,2016,Precious Cargo - Movie Reviews,"Action , Mystery & Thriller",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
"You will be hard-pressed to remember anything about it even only a few minutes after watching it, which should come as a relief to everyone involved with its production.",Precious Cargo,2016,Precious Cargo - Movie Reviews,"Action , Mystery & Thriller",2016,2016,The Disappointments Room lives down to its title with a thrill-free thriller that presumably left its stars filled with regret - and threatens to do the same for audiences.,"Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic. After finding the key and unlocking the door, Dana discovers the dark history of the family that lived there in the 19th century."
An aggressively unimposing movie such as this might not be the worst time-waster. But it's still a time-waster.,Stratton,2017,Stratton - Movie Reviews,"Action , Mystery & Thriller",2018,2018,"Stratton's action-thriller ambitions are roundly thwarted by a derivative story, misguided casting, and a low-budget feel underscored by unimpressive set pieces.","After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons."
"Solidly pro in overall packaging yet cliched, pedestrian and indistinct in specific contributions, this thriller never finds (let alone raises) its own pulse.",Stratton,2017,Stratton - Movie Reviews,"Action , Mystery & Thriller",2018,2018,"Stratton's action-thriller ambitions are roundly thwarted by a derivative story, misguided casting, and a low-budget feel underscored by unimpressive set pieces.","After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons."
A stale espionage thriller that possesses all the pulse-pounding intrigue of waiting in line at the DMV.,Stratton,2017,Stratton - Movie Reviews,"Action , Mystery & Thriller",2018,2018,"Stratton's action-thriller ambitions are roundly thwarted by a derivative story, misguided casting, and a low-budget feel underscored by unimpressive set pieces.","After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons."
"Cooper, requisitely bearded, plays Stratton merely as a mildly sullen professional who goes about his business; there's little surface indication of the hurt and loneliness that must be driving this man at each step.",Stratton,2017,Stratton - Movie Reviews,"Action , Mystery & Thriller",2018,2018,"Stratton's action-thriller ambitions are roundly thwarted by a derivative story, misguided casting, and a low-budget feel underscored by unimpressive set pieces.","After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons."
"Less an action movie, more a direct breach of the Geneva conventions, Stratton is a wannabe Bond knock-off with water on the brain.",Stratton,2017,Stratton - Movie Reviews,"Action , Mystery & Thriller",2018,2018,"Stratton's action-thriller ambitions are roundly thwarted by a derivative story, misguided casting, and a low-budget feel underscored by unimpressive set pieces.","After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons."
"West aims for a kind of Jason Bourne or Mission: Impossible feel, but he falls short in budget, star power and explosive spectacle.",Stratton,2017,Stratton - Movie Reviews,"Action , Mystery & Thriller",2018,2018,"Stratton's action-thriller ambitions are roundly thwarted by a derivative story, misguided casting, and a low-budget feel underscored by unimpressive set pieces.","After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons."
"[A] medium-budget, moderately silly action-thriller ...",Stratton,2017,Stratton - Movie Reviews,"Action , Mystery & Thriller",2018,2018,"Stratton's action-thriller ambitions are roundly thwarted by a derivative story, misguided casting, and a low-budget feel underscored by unimpressive set pieces.","After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons."
